crop_filename,orig_image,class_id,class_name,conf,x1,y1,x2,y2,ocr_text
BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2_product_text_crop480.png,BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2.png,1,product_text,0.8873,78.8,531.0,230.7,608.7,Molho de Tomate Quero Tradicional 240g Sachê
BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2_price_crop491.png,BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2.png,0,price,0.8869,1405.5,931.1,1528.7,1006.0,
BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2_product_text_crop481.png,BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2.png,1,product_text,0.8857,452.2,1326.4,611.6,1402.6,Desodorante Aerossol Monange 90g
BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2_price_crop492.png,BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2.png,0,price,0.8787,267.2,930.5,391.3,1005.6,
BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2_product_text_crop482.png,BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2.png,1,product_text,0.8720,1607.0,537.6,1755.3,591.4,Bala de Gelatina Fini Sabores 809
BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2_product_text_crop483.png,BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2.png,1,product_text,0.8712,74.3,940.3,231.4,990.7,Geladinho Ice Pop 40x 55ml
BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2_product_text_crop484.png,BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2.png,1,product_text,0.8641,438.0,936.7,613.8,991.4,Água Mineral s/ Gás Sterbom 510ml
BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2_product_text_crop485.png,BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2.png,1,product_text,0.8638,1374.2,381.7,1523.6,457.1,Bala Fini Tubes Gigante Sabores 270
BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2_product_text_crop486.png,BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2.png,1,product_text,0.8619,1208.4,927.9,1372.6,981.9,Cerveja Petra Puro Malte 350ml
BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2_product_text_crop487.png,BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2.png,1,product_text,0.8606,67.6,1724.7,231.3,1776.8,Amaciante Guarani 2 litros
BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2_product_text_crop488.png,BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2.png,1,product_text,0.8557,463.4,1725.1,612.1,1776.3,Travesseiro Bom Sono 45x65
BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2_product_text_crop489.png,BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2.png,1,product_text,0.8550,838.6,1329.6,991.5,1379.3,Desinfetante Urca 2 litros
BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2_product_text_crop490.png,BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2.png,1,product_text,0.8502,819.7,546.4,994.6,596.1,Leite em Pó Integral Italac Sachê 200g
BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2_product_text_crop491.png,BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2.png,1,product_text,0.8472,1624.8,1331.0,1756.2,1381.9,Água Sanitária Clorito 1 litro
BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2_product_text_crop492.png,BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2.png,1,product_text,0.8380,1209.8,1336.9,1373.9,1387.8,Lava Roupa em Pó Tixan Sachê 4009
BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2_product_text_crop493.png,BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2.png,1,product_text,0.8221,862.1,929.3,992.8,980.4,Néctar Maratá Sabores 200ml
BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2_product_text_crop494.png,BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2.png,1,product_text,0.8139,1807.8,1487.6,1932.6,1642.1,Lavadora de Roupas Tanquinho Colormag Branca/ Prata 10kg 220v
BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2_product_text_crop495.png,BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2.png,1,product_text,0.8120,472.3,537.2,611.5,591.0,Tempero Sazon 60g
BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2_product_text_crop496.png,BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2.png,1,product_text,0.7807,848.4,1726.7,993.4,1777.9,"Tigela Dup Color Sortido 8,5 litros"
BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2_product_text_crop497.png,BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2.png,1,product_text,0.7256,1186.5,1719.0,1327.3,1793.2,Air Fryer Amvox Arf 1255 7 litros 110v/220v
BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2_product_text_crop498.png,BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2.png,1,product_text,0.7071,878.0,464.0,997.2,494.6,te EE 20: ta ] do Dada é nho
BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2_price_crop493.png,BRASIL ATACAREJO - JOÃO PESSOA 06.10 A 12.10_p2.png,0,price,0.6683,92.3,1238.3,233.8,1283.1,
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_price_crop494.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,0,price,0.9252,1379.2,1136.4,1545.3,1213.6,"11,80"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_price_crop495.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,0,price,0.9238,1760.7,1134.9,1927.3,1213.0,"16,80"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_price_crop496.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,0,price,0.9192,245.5,1137.1,410.5,1213.1,"34,80"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_product_text_crop499.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,1,product_text,0.9179,451.6,1128.9,618.5,1214.7,Acém/ Pá/ Peito Bovino Congelado c/ Osso kg
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_product_text_crop500.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,1,product_text,0.9143,1204.4,1562.8,1369.4,1645.1,Filé de Peito de Frango Congelado kg
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_price_crop497.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,0,price,0.9137,1380.0,1563.8,1545.6,1641.5,"17,"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_price_crop498.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,0,price,0.9127,1003.7,1990.9,1169.7,2071.6,"25,8"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_price_crop499.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,0,price,0.9101,1004.5,1137.2,1165.7,1214.4,"10,80"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_price_crop500.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,0,price,0.9093,625.6,1136.7,795.8,1214.3,"24,80"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_product_text_crop501.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,1,product_text,0.9077,823.9,1567.3,998.8,1646.9,Coxa/ Sobrecoxa de Frango Congelada kg
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_price_crop501.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,0,price,0.9056,245.6,1563.7,411.2,1640.5,"27,59"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_price_crop502.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,0,price,0.9042,625.4,1563.7,793.1,1641.1,"35,00"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_price_crop503.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,0,price,0.9037,627.9,1992.2,792.0,2068.2,"16,2"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_price_crop504.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,0,price,0.9024,247.0,1992.1,410.7,2066.5,"12,9"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_price_crop505.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,0,price,0.9004,1760.2,1989.1,1928.9,2066.0,"28,"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_price_crop506.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,0,price,0.9004,1761.9,1562.4,1926.0,1640.4,"13,"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_price_crop507.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,0,price,0.8972,1023.4,1563.2,1152.6,1639.9,"9,80"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_product_text_crop502.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,1,product_text,0.8955,1213.3,1125.7,1370.9,1209.9,Costela Suína em Tiras Congelada kg
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_price_crop508.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,0,price,0.8825,1403.9,1990.1,1536.7,2067.4,"6,8"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_product_text_crop503.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,1,product_text,0.8802,437.5,1988.9,617.3,2069.1,Linguiça em Gomos p/ Churrasco Aurora kg
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_product_text_crop504.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,1,product_text,0.8787,828.4,1987.6,1001.0,2069.8,Linguiça Defumada Calabresa Perdigão kg
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_product_text_crop505.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,1,product_text,0.8624,104.1,1138.2,231.9,1195.7,Cupim Bovino Congelado kg
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_product_text_crop506.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,1,product_text,0.8612,1600.2,1990.3,1754.6,2048.6,Queijo Muçarela Peça/ Pedaço kg
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_product_text_crop507.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,1,product_text,0.8593,98.6,1999.7,231.9,2054.7,Asa de Frango Congelado kg
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_product_text_crop508.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,1,product_text,0.8545,454.4,1562.4,616.7,1620.4,Jerked Beef Ponta de Agulha kg
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_product_text_crop509.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,1,product_text,0.8454,1197.9,1988.5,1371.7,2044.7,Salsicha p/ Hot Dog Bom Todo kg
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_product_text_crop510.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,1,product_text,0.8402,871.8,1131.1,998.7,1188.5,Fígado Bovino Congelado kg
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_product_text_crop511.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,1,product_text,0.8268,1612.2,1558.0,1756.4,1616.1,Peito de Frango Congelado kg
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_product_text_crop512.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,1,product_text,0.8213,1629.3,1131.8,1756.4,1188.2,Carré Suíno Congelado kg
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1_product_text_crop513.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p1.png,1,product_text,0.7866,114.7,1566.4,232.0,1621.1,Bacon Manta Perdigão kg
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_price_crop509.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,0,price,0.9382,1716.4,1717.0,1928.1,1792.8,"278,0"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_price_crop510.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,0,price,0.9212,1025.8,1324.1,1152.0,1397.5,
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_price_crop511.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,0,price,0.9158,637.2,1321.6,777.0,1395.9,"2,8."
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_price_crop512.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,0,price,0.9144,239.6,534.2,405.3,606.6,"20,5"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_price_crop513.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,0,price,0.9139,1760.4,1321.8,1923.9,1396.1,"13,8"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_product_text_crop514.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,1,product_text,0.9128,62.2,924.3,231.8,1006.8,Farinha de Trigo Tipo 1 Rosa Branca 1kg
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_price_crop514.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,0,price,0.9107,1378.9,534.3,1545.2,606.8,"88,"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_price_crop515.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,0,price,0.9066,1406.1,1716.5,1533.1,1792.3,"1,8."
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_price_crop516.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,0,price,0.9052,1007.8,915.5,1139.5,990.8,"4,8"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_price_crop517.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,0,price,0.9052,618.7,535.0,782.2,606.4,"26,5"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_price_crop518.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,0,price,0.9051,1762.2,534.4,1925.0,606.2,"88,"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_price_crop519.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,0,price,0.9034,643.4,1716.9,775.7,1792.9,"0,8"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_price_crop520.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,0,price,0.9032,1002.6,1717.9,1164.0,1792.4,"10,89"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_price_crop521.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,0,price,0.9016,1403.2,926.9,1530.2,1001.9,
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_price_crop522.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,0,price,0.9008,259.3,1716.7,389.9,1792.6,"3,8"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_price_crop523.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,0,price,0.9005,256.8,926.9,386.3,1002.5,
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_price_crop524.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,0,price,0.8995,265.1,1320.5,395.9,1395.2,"1,58."
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_product_text_crop515.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,1,product_text,0.8981,77.6,1319.8,231.9,1397.0,Massa Espaguete Comum Bonsabor 400g
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_product_text_crop516.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,1,product_text,0.8951,799.5,1696.8,993.6,1801.4,Papel Higiênico Familiar Supremo 20m Folha Dupla Leve 12 Pague 11
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_price_crop525.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,0,price,0.8947,1787.8,927.2,1912.6,1002.7,"0,8"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_price_crop526.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,0,price,0.8944,1405.9,1321.2,1530.7,1395.9,"6,"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_product_text_crop517.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,1,product_text,0.8855,834.7,1330.3,992.6,1384.5,Leite Condensado Italac Tp 3959
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_price_crop527.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,0,price,0.8839,636.5,927.3,767.2,1003.8,"3,8"
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_product_text_crop518.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,1,product_text,0.8823,1576.8,1321.4,1754.5,1400.1,Café Almofada Tradicional São Braz 2509
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_product_text_crop519.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,1,product_text,0.8771,73.3,1717.6,230.6,1797.4,Pão de Forma Tradicional Limiar 400g
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_product_text_crop520.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,1,product_text,0.8768,1786.7,1456.2,1901.2,1608.8,Pneu Dunlop Sp Touring 175/65R14/ 175/70R13/ 165/70R13/ R182T
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_product_text_crop521.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,1,product_text,0.8739,1615.7,922.4,1755.6,999.8,Flocão de Milho Rei de Ouro 500g
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_product_text_crop522.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,1,product_text,0.8717,437.6,1720.6,613.4,1778.3,Água Mineral s/ Gás Sterbom 510m!
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_product_text_crop523.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,1,product_text,0.8679,1227.7,530.4,1371.7,608.1,Farinha de Trigo Especial Rosa Branca 25kg
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_product_text_crop524.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,1,product_text,0.8666,1585.6,545.0,1749.4,597.5,Mistura p/ Pão Francês Maxi 25kg
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_product_text_crop525.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,1,product_text,0.8634,449.9,930.8,611.6,985.6,Arroz Parboilizado Rampinelli 1kg
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_product_text_crop526.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,1,product_text,0.8630,1199.3,1332.3,1371.2,1387.1,Leite em Pó Integral Italac Sachê 2009
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_product_text_crop527.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,1,product_text,0.8593,1226.3,931.4,1372.8,987.1,Açúcar Triturado Alegre 1kg
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_product_text_crop528.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,1,product_text,0.8581,1245.0,1733.2,1369.9,1786.0,Água Sanitária Clorito 1 litro
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_product_text_crop529.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,1,product_text,0.8519,462.6,541.4,611.3,594.7,Margarina Deline Balde 3kg
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_product_text_crop530.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,1,product_text,0.8501,100.4,533.2,231.3,586.2,Costela Bovina Congelada kg
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_product_text_crop531.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,1,product_text,0.8004,866.4,901.4,980.4,984.0,Leite Longa Vida Natville 1 litro
BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2_product_text_crop532.png,BRASIL ATACAREJO - JOÃO PESSOA 10.11 A 16.11_p2.png,1,product_text,0.7919,476.9,1332.8,612.3,1388.4,Creme de Leite Italac Tp 2009
BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1_price_crop528.png,BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1.png,0,price,0.9225,1379.7,1137.0,1548.2,1213.6,"39,0"
BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1_price_crop529.png,BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1.png,0,price,0.9203,1760.6,1562.1,1926.4,1638.7,"12,"
BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1_price_crop530.png,BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1.png,0,price,0.9179,1003.4,1137.8,1169.7,1214.5,"24,50"
BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1_price_crop531.png,BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1.png,0,price,0.9168,1761.2,1134.6,1927.6,1213.3,"15,80"
BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1_product_text_crop533.png,BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1.png,1,product_text,0.9146,1216.2,1130.7,1371.5,1214.0,Chã de Dentro Bovino Resfriado Peça/ Pedaço kg
BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1_price_crop532.png,BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1.png,0,price,0.9144,259.8,1563.0,398.7,1640.6,78.
BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1_price_crop533.png,BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1.png,0,price,0.9142,246.1,1137.7,412.1,1213.0,"29,50"
BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1_product_text_crop534.png,BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1.png,1,product_text,0.9142,1204.7,1563.3,1368.7,1644.1,Filé de Peito de Frango Congelado kg
BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1_price_crop534.png,BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1.png,0,price,0.9130,1002.1,1991.3,1169.1,2070.6,"28,"
BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1_price_crop535.png,BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1.png,0,price,0.9126,626.1,1137.9,792.9,1213.0,"27,50"
BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1_price_crop536.png,BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1.png,0,price,0.9102,1380.2,1563.7,1545.0,1640.9,"16,8"
BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1_price_crop537.png,BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1.png,0,price,0.9102,625.1,1992.0,790.0,2068.5,"15,"
BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1_price_crop538.png,BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1.png,0,price,0.9037,622.8,1563.7,789.7,1640.4,"16,9"
BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1_product_text_crop535.png,BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1.png,1,product_text,0.9035,54.2,1563.9,231.5,1646.2,Carne Moída Bovina Congelada Fortboi 500g
BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1_price_crop539.png,BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1.png,0,price,0.9034,247.2,1991.3,410.1,2066.8,"13,"
BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1_price_crop540.png,BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1.png,0,price,0.9020,1399.7,1989.9,1533.8,2067.0,"3,8"
BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1_product_text_crop536.png,BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1.png,1,product_text,0.8987,834.0,1132.1,995.6,1217.4,Acém/Pá/Peito Bovino Congelado c/ Osso kg
BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1_price_crop541.png,BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1.png,0,price,0.8983,1003.5,1563.8,1166.9,1641.3,"11,3"
BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1_product_text_crop537.png,BRASIL ATACAREJO - JOÃO PESSOA 17.11 A 23.11_p1.png,1,product_text,0.8945,839.0,1563.5,994.9,1644.4,Costela Suína em Tiras Congelada kg
